1	11167540	11167557
1	11167540	11167557
1	11168236	11168343
1	11168236	11168343
1	11169345	11169427
1	11169345	11169427
1	11169358	11169427
1	11169704	11169786
1	11169704	11169786
1	11169704	11169786
1	11172907	11172974
1	11172907	11172974
1	11172907	11172974
1	11174373	11174510
1	11174373	11174510
1	11174373	11174510
1	11174868	11174944
1	11174868	11174944
1	11174868	11174944
1	11175451	11175525
1	11175451	11175525
1	11175451	11175509
1	11177059	11177143
1	11177059	11177143
1	11181301	11181425
1	11181301	11181425
1	11182034	11182183
1	11182034	11182183
1	11184553	11184690
1	11184553	11184690
1	11186677	11186853
1	11186677	11186853
1	11187065	11187201
1	11187065	11187201
1	11187679	11187863
1	11187679	11187863
1	11188059	11188183
1	11188059	11188183
1	11188509	11188609
1	11188509	11188609
1	11188910	11189008
1	11188910	11189008
1	11189793	11189895
1	11189793	11189895
1	11190584	11190813
1	11190584	11190834
1	11193135	11193254
1	11194406	11194523
1	11199359	11199492
1	11199588	11199715
1	11204703	11204812
1	11205023	11205102
1	11206731	11206848
1	11210181	11210283
1	11217207	11217348
1	11227497	11227574
1	11259313	11259460
1	11259596	11259760
1	11264616	11264760
1	11269367	11269515
1	11270869	11270963
1	11272367	11272531
1	11272851	11272965
1	11273454	11273623
1	11276203	11276291
1	11288723	11288975
1	11290980	11291111
1	11291355	11291491
1	11292491	11292585
1	11293453	11293544
1	11294198	11294322
1	11297898	11298105
1	11298457	11298674
1	11300358	11300604
1	11301608	11301738
1	11303169	11303357
1	11307680	11307790
1	11307874	11308151
1	11313894	11314030
1	11316047	11316249
1	11316988	11317222
1	11318540	11318650
1	11319303	11319466
1	11856376	11856378
1	97915612	97915614
1	97981341	97981343
1	115251154	115251275
1	115251154	115251275
1	115252188	115252349
1	115252188	115252349
1	115256419	115256599
1	115256419	115256599
1	115256526	115256530
1	115258669	115258781
1	115258669	115258781
1	161479743	161479745
1	161514540	161514542
2	16082185	16082976
2	16085613	16086219
2	25457146	25457289
2	25457146	25457289
2	25457146	25457289
2	25457146	25457289
2	25457146	25457289
2	25457146	25457289
2	25457146	25457289
2	25457146	25457289
2	25457239	25457243
2	25458574	25458694
2	25458574	25458694
2	25458574	25458694
2	25458574	25458694
2	25458574	25458694
2	25458574	25458694
2	25458574	25458694
2	25458574	25458694
2	25459803	25459874
2	25459803	25459874
2	25459803	25459874
2	25459803	25459874
2	25459803	25459874
2	25459803	25459874
2	25459803	25459874
2	25459803	25459874
2	25461997	25462084
2	25461997	25462084
2	25461997	25462084
2	25461997	25462084
2	25461997	25462084
2	25461997	25462084
2	25461997	25462084
2	25461997	25462084
2	25463169	25463319
2	25463169	25463319
2	25463169	25463319
2	25463169	25463319
2	25463169	25463319
2	25463169	25463319
2	25463169	25463319
2	25463169	25463319
2	25463507	25463599
2	25463507	25463599
2	25463507	25463599
2	25463507	25463599
2	25463507	25463599
2	25463507	25463599
2	25463507	25463599
2	25463507	25463599
2	25464429	25464576
2	25464429	25464576
2	25464429	25464576
2	25464429	25464576
2	25464429	25464576
2	25464429	25464576
2	25464429	25464576
2	25464429	25464576
2	25466765	25466851
2	25466765	25466851
2	25466765	25466851
2	25466765	25466851
2	25466765	25466851
2	25466765	25466851
2	25466765	25466851
2	25466765	25466851
2	25467022	25467207
2	25467022	25467207
2	25467022	25467207
2	25467022	25467207
2	25467022	25467207
2	25467022	25467207
2	25467022	25467207
2	25467022	25467207
2	25467407	25467521
2	25467407	25467521
2	25467407	25467521
2	25467407	25467521
2	25467407	25467521
2	25467407	25467521
2	25467407	25467521
2	25467407	25467521
2	25468120	25468201
2	25468120	25468201
2	25468120	25468201
2	25468120	25468201
2	25468120	25468201
2	25468120	25468201
2	25468120	25468201
2	25468120	25468201
2	25468887	25468933
2	25468887	25468933
2	25468887	25468933
2	25468887	25468933
2	25468887	25468933
2	25468887	25468933
2	25468887	25468933
2	25468887	25468933
2	25469027	25469178
2	25469027	25469178
2	25469027	25469178
2	25469027	25469178
2	25469027	25469178
2	25469027	25469178
2	25469027	25469178
2	25469027	25469178
2	25469487	25469645
2	25469487	25469645
2	25469487	25469645
2	25469487	25469645
2	25469487	25469645
2	25469487	25469645
2	25469487	25469645
2	25469487	25469645
2	25469918	25470027
2	25469918	25470027
2	25469918	25470027
2	25469918	25470027
2	25469918	25470027
2	25469918	25470027
2	25469918	25470027
2	25469918	25470027
2	25470458	25470618
2	25470458	25470618
2	25470458	25470618
2	25470458	25470618
2	25470458	25470618
2	25470458	25470618
2	25470458	25470618
2	25470458	25470618
2	25470904	25471121
2	25470904	25471121
2	25470904	25471121
2	25470904	25471121
2	25470904	25471121
2	25470904	25471121
2	25470904	25471091
2	25470904	25471091
2	25472524	25472593
2	25472524	25472593
2	25475061	25475066
2	25475061	25475066
2	25497808	25497956
2	25497808	25497956
2	25497808	25497956
2	25497808	25497956
2	25498367	25498412
2	25498367	25498412
2	25498367	25498412
2	25498367	25498412
2	25505255	25505580
2	25505255	25505580
2	25505308	25505580
2	25505308	25505580
2	25505308	25505580
2	25505308	25505580
2	25523006	25523112
2	25523006	25523112
2	25523006	25523112
2	25523006	25523112
2	25523006	25523112
2	25523006	25523112
2	25536780	25536853
2	25536780	25536853
2	25536780	25536853
2	25536780	25536853
2	25536780	25536853
2	25536780	25536853
2	29432662	29432664
2	29443611	29443613
2	29443629	29443631
2	29443693	29443695
2	29445211	29445213
2	111881321	111881689
2	111881321	111881446
2	111881321	111881716
2	111881321	111881537
2	111881321	111881446
2	111881321	111881716
2	111881321	111881446
2	111881321	111881446
2	111881327	111881446
2	111881625	111881716
2	111881625	111881716
2	111881625	111881716
2	111881625	111881716
2	111886202	111886328
2	111886202	111886328
2	111899888	111899968
2	111902063	111902068
2	111907619	111907724
2	111907619	111907724
2	111907619	111907724
2	111907619	111907724
2	111909397	111909428
2	111918994	111919016
2	111921708	111921808
2	111921708	111921808
2	198257025	198257185
2	198257694	198257912
2	198257774	198257912
2	198260778	198261052
2	198260778	198261052
2	198262707	198262840
2	198262707	198262840
2	198263183	198263305
2	198263183	198263305
2	198263691	198263752
