1	11167526	11167635
1	11175434	11175543
1	11184593	11184749
1	11187131	11187242
1	11193177	11193286
1	11270861	11270970
1	11303150	11303264
1	11318588	11318697
1	11856270	11856424
1	97915506	97915663
1	97981327	97981452
1	115251152	115251313
1	115252186	115252380
1	115256393	115256605
1	115258669	115258881
1	161479643	161479752
1	161514461	161514620
10	43617326	43617468
10	89624199	89624321
10	89653757	89653874
10	89685260	89685369
10	89690774	89690884
10	89692768	89693089
10	89711866	89712022
10	89717581	89717796
10	89720634	89720949
10	89725016	89725270
10	104852911	104853031
10	123239353	123239472
10	123241677	123241786
10	123247491	123247600
10	123258032	123258141
10	123274605	123274719
10	123276924	123277033
10	123286232	123286341
10	123298106	123298215
10	123310901	123311010
10	123353198	123353307
11	32413518	32413627
11	32417792	32418007
11	69456181	69456290
11	69457873	69458014
11	69458595	69458777
11	69462755	69462963
11	69465884	69466003
11	108098340	108098450
11	108098491	108098688
11	108099888	108100095
11	108106368	108106570
11	108114656	108114884
11	108115497	108115844
11	108117662	108117859
11	108119631	108119836
11	108121399	108121819
11	108122535	108122807
11	108123533	108123651
11	108124512	108124839
11	108126942	108127108
11	108128196	108128411
11	108129697	108129810
11	108137869	108138115
11	108139109	108139384
11	108141778	108141888
11	108141956	108142178
11	108143225	108143334
11	108143446	108143613
11	108150198	108150358
11	108151697	108151920
11	108153435	108153665
11	108154928	108155252
11	108158298	108158507
11	108159700	108159858
11	108160301	108160614
11	108163324	108163534
11	108164024	108164264
11	108165625	108165854
11	108168000	108168124
11	108170415	108170637
11	108172357	108172564
11	108173577	108173795
11	108175393	108175613
11	108178611	108178721
11	108180866	108181083
11	108183126	108183237
11	108186551	108186660
11	108186732	108186847
11	108188095	108188305
11	108190653	108190824
11	108192009	108192218
11	108196012	108196301
11	108196756	108196968
11	108198343	108198532
11	108199746	108200037
11	108200919	108201227
11	108202142	108202357
11	108202593	108202797
11	108203469	108203662
11	108204586	108204696
11	108205680	108205836
11	108206557	108206771
11	108213948	108214102
11	108216445	108216671
11	108217983	108218116
11	108224467	108224695
11	108225514	108225647
11	108235804	108236253
12	25360154	25360264
12	25362704	25362886
12	25368371	25368582
12	25378519	25378730
12	25380144	25380363
12	25388095	25388206
12	25398179	25398394
12	58142297	58142406
12	58144462	58144650
12	58144683	58144792
12	58144803	58144912
12	58145035	58145154
12	58145275	58145608
13	28578160	28578354
13	28588589	28588698
13	28589294	28589403
13	28589717	28589934
13	28592534	28592772
13	28597460	28597684
13	28598999	28599108
13	28601217	28601416
13	28602309	28602499
13	28608012	28608185
13	28608186	28608616
13	28609607	28609846
13	28610043	28610252
13	28611300	28611521
13	28622410	28622622
13	28623516	28623724
13	28623767	28623956
13	28624203	28624407
13	28626670	28626866
13	28631473	28631685
13	28636001	28636235
13	28644600	28644818
13	32890588	32890698
13	32893197	32893483
13	32899194	32899406
13	32900231	32900431
13	32900607	32900786
13	32903556	32903670
13	32905033	32905245
13	32906398	32907572
13	32910373	32915353
13	32918663	32918818
13	32920928	32921074
13	32928996	32929500
13	32930561	32930768
13	32931879	32932108
13	32936631	32936864
13	32937287	32937699
13	32944522	32944762
13	32945075	32945277
13	32950781	32950999
